CodFuncionario:1; SalarioAtual:14740.14; TotaldeVendas:6224.53
CodFuncionario:66; SalarioAtual:10585.98; TotaldeVendas:2702.36
CodFuncionario:67; SalarioAtual:15895.62; TotaldeVendas:3325.82
CodFuncionario:68; SalarioAtual:10324.69; TotaldeVendas:4212.14
CodFuncionario:69; SalarioAtual:9520.19; TotaldeVendas:3228.86
CodFuncionario:70; SalarioAtual:24578.93; TotaldeVendas:9909.06
CodFuncionario:71; SalarioAtual:26097.86; TotaldeVendas:7396.04
CodFuncionario:72; SalarioAtual:25094.03; TotaldeVendas:6045.99
CodFuncionario:73; SalarioAtual:13478.3; TotaldeVendas:4127.51
CodFuncionario:74; SalarioAtual:7570.6; TotaldeVendas:2348.62
CodFuncionario:75; SalarioAtual:28619.49; TotaldeVendas:5083.56
CodFuncionario:76; SalarioAtual:25249.78; TotaldeVendas:5511.6
CodFuncionario:77; SalarioAtual:23616.81; TotaldeVendas:6087.03
CodFuncionario:78; SalarioAtual:10713.17; TotaldeVendas:9792.05
CodFuncionario:79; SalarioAtual:25681.06; TotaldeVendas:4697.59
CodFuncionario:80; SalarioAtual:5862.88; TotaldeVendas:8372.45
CodFuncionario:81; SalarioAtual:21696.75; TotaldeVendas:6010.86
CodFuncionario:82; SalarioAtual:12113.17; TotaldeVendas:3999.28
CodFuncionario:83; SalarioAtual:24218.66; TotaldeVendas:6930.17
CodFuncionario:84; SalarioAtual:8793.05; TotaldeVendas:2432.51
CodFuncionario:85; SalarioAtual:13977.63; TotaldeVendas:5511.98
CodFuncionario:86; SalarioAtual:20942.65; TotaldeVendas:6191.44
CodFuncionario:87; SalarioAtual:8376.64; TotaldeVendas:6023.79
CodFuncionario:88; SalarioAtual:29630.55; TotaldeVendas:4346.1
CodFuncionario:89; SalarioAtual:9176.79; TotaldeVendas:9990.96
CodFuncionario:90; SalarioAtual:7330.32; TotaldeVendas:3347.63
CodFuncionario:91; SalarioAtual:12179.18; TotaldeVendas:4531.91
CodFuncionario:92; SalarioAtual:28139.37; TotaldeVendas:2960.08
CodFuncionario:93; SalarioAtual:11151.48; TotaldeVendas:1360.6
CodFuncionario:94; SalarioAtual:7053.97; TotaldeVendas:6612.11
CodFuncionario:95; SalarioAtual:8968.82; TotaldeVendas:6670.31
CodFuncionario:96; SalarioAtual:9171.31; TotaldeVendas:1943.48
CodFuncionario:97; SalarioAtual:10730.13; TotaldeVendas:9812.54
CodFuncionario:98; SalarioAtual:15562.94; TotaldeVendas:7447.76
CodFuncionario:99; SalarioAtual:13640.93; TotaldeVendas:7902.43
CodFuncionario:100; SalarioAtual:18128.39; TotaldeVendas:3989.83
CodFuncionario:101; SalarioAtual:5580.76; TotaldeVendas:9810.96
CodFuncionario:102; SalarioAtual:27083.61; TotaldeVendas:3819.98
CodFuncionario:103; SalarioAtual:7514.24; TotaldeVendas:7700.74
CodFuncionario:104; SalarioAtual:16383.86; TotaldeVendas:4596.83
CodFuncionario:105; SalarioAtual:5022.81; TotaldeVendas:5707.96
CodFuncionario:106; SalarioAtual:17317.52; TotaldeVendas:8911.08
CodFuncionario:107; SalarioAtual:13836.94; TotaldeVendas:2716.7
CodFuncionario:108; SalarioAtual:7520.61; TotaldeVendas:5777.61
CodFuncionario:109; SalarioAtual:25989.64; TotaldeVendas:2941.51
CodFuncionario:110; SalarioAtual:9987.92; TotaldeVendas:4746.97
CodFuncionario:111; SalarioAtual:8354.24; TotaldeVendas:7592.39
CodFuncionario:112; SalarioAtual:12642.19; TotaldeVendas:8960.21
CodFuncionario:113; SalarioAtual:27679.05; TotaldeVendas:5903.49
CodFuncionario:114; SalarioAtual:22292.24; TotaldeVendas:8927.28
CodFuncionario:115; SalarioAtual:20648.66; TotaldeVendas:2992.58
CodFuncionario:116; SalarioAtual:15377.1; TotaldeVendas:1750.53
CodFuncionario:117; SalarioAtual:22162.62; TotaldeVendas:4215.17
CodFuncionario:118; SalarioAtual:21928.7; TotaldeVendas:3178.36
CodFuncionario:119; SalarioAtual:19943.4; TotaldeVendas:5834.16
CodFuncionario:120; SalarioAtual:27239.91; TotaldeVendas:3149.23
CodFuncionario:121; SalarioAtual:15626.07; TotaldeVendas:7897.77
CodFuncionario:122; SalarioAtual:5197.67; TotaldeVendas:3579.22
CodFuncionario:123; SalarioAtual:7731.91; TotaldeVendas:8915.45
CodFuncionario:124; SalarioAtual:19012.47; TotaldeVendas:6793.98
CodFuncionario:125; SalarioAtual:23504.59; TotaldeVendas:1141.05
CodFuncionario:126; SalarioAtual:25177.92; TotaldeVendas:9004.26
CodFuncionario:127; SalarioAtual:8919.49; TotaldeVendas:4568.56
CodFuncionario:128; SalarioAtual:27926.66; TotaldeVendas:2608.71
CodFuncionario:129; SalarioAtual:26185.59; TotaldeVendas:5050.61
CodFuncionario:130; SalarioAtual:17697.04; TotaldeVendas:5075.72
CodFuncionario:131; SalarioAtual:27567.23; TotaldeVendas:3057.91
CodFuncionario:132; SalarioAtual:13305.25; TotaldeVendas:6235.6
CodFuncionario:133; SalarioAtual:10168.65; TotaldeVendas:4154.37
CodFuncionario:134; SalarioAtual:23833.96; TotaldeVendas:4331.17
CodFuncionario:135; SalarioAtual:8539.21; TotaldeVendas:7192.43
CodFuncionario:136; SalarioAtual:21538.96; TotaldeVendas:7558.68
CodFuncionario:137; SalarioAtual:11270.2; TotaldeVendas:5255.12
CodFuncionario:138; SalarioAtual:16969.32; TotaldeVendas:4569.18
CodFuncionario:139; SalarioAtual:18302.13; TotaldeVendas:1824.23
CodFuncionario:140; SalarioAtual:16004.55; TotaldeVendas:5158.22
CodFuncionario:141; SalarioAtual:17203.56; TotaldeVendas:5955.56
CodFuncionario:142; SalarioAtual:16122.9; TotaldeVendas:7918.42
CodFuncionario:143; SalarioAtual:16822.43; TotaldeVendas:1294.3
CodFuncionario:144; SalarioAtual:28922.9; TotaldeVendas:2833.62
CodFuncionario:145; SalarioAtual:19959.14; TotaldeVendas:4045.28
CodFuncionario:146; SalarioAtual:19266.6; TotaldeVendas:2555.97
CodFuncionario:147; SalarioAtual:18349.97; TotaldeVendas:5857.49
CodFuncionario:148; SalarioAtual:26027.7; TotaldeVendas:8274.14
CodFuncionario:149; SalarioAtual:5055.42; TotaldeVendas:3307.7
CodFuncionario:150; SalarioAtual:10906.86; TotaldeVendas:7584.97
CodFuncionario:151; SalarioAtual:14994.09; TotaldeVendas:9150.81
CodFuncionario:152; SalarioAtual:21554.22; TotaldeVendas:2872.69
CodFuncionario:153; SalarioAtual:20075.55; TotaldeVendas:2194.79
CodFuncionario:154; SalarioAtual:23666.37; TotaldeVendas:2407.78
CodFuncionario:155; SalarioAtual:16072.3; TotaldeVendas:6750.41
CodFuncionario:156; SalarioAtual:6684.52; TotaldeVendas:4780.63
CodFuncionario:157; SalarioAtual:21765.58; TotaldeVendas:6763.31
CodFuncionario:158; SalarioAtual:12051.65; TotaldeVendas:5265.33
CodFuncionario:159; SalarioAtual:17491.17; TotaldeVendas:8142.48
CodFuncionario:160; SalarioAtual:22484.73; TotaldeVendas:9030.08
CodFuncionario:161; SalarioAtual:27806.5; TotaldeVendas:3071.14
CodFuncionario:162; SalarioAtual:9499.29; TotaldeVendas:4134.74
CodFuncionario:163; SalarioAtual:6916.94; TotaldeVendas:5424.74
CodFuncionario:164; SalarioAtual:13145.16; TotaldeVendas:7158.92
CodFuncionario:165; SalarioAtual:13426.55; TotaldeVendas:3591.15
CodFuncionario:166; SalarioAtual:17577.01; TotaldeVendas:5518.11
CodFuncionario:167; SalarioAtual:24306.62; TotaldeVendas:2794.99
CodFuncionario:168; SalarioAtual:7485.8; TotaldeVendas:6711.08
CodFuncionario:169; SalarioAtual:16312.63; TotaldeVendas:6835.51
CodFuncionario:170; SalarioAtual:24706.34; TotaldeVendas:3896.93
CodFuncionario:171; SalarioAtual:7275.9; TotaldeVendas:5613.05
CodFuncionario:172; SalarioAtual:26373.05; TotaldeVendas:7921.65
CodFuncionario:173; SalarioAtual:23524.21; TotaldeVendas:2808.81
CodFuncionario:174; SalarioAtual:12344.49; TotaldeVendas:4618.4
CodFuncionario:175; SalarioAtual:21340.64; TotaldeVendas:5847.85
CodFuncionario:176; SalarioAtual:7458.01; TotaldeVendas:6124.49
CodFuncionario:177; SalarioAtual:8968.71; TotaldeVendas:6712.89
CodFuncionario:178; SalarioAtual:28383.27; TotaldeVendas:5539.83
CodFuncionario:179; SalarioAtual:5250.51; TotaldeVendas:2014.32
CodFuncionario:180; SalarioAtual:17044.1; TotaldeVendas:6226.52
CodFuncionario:181; SalarioAtual:23852.81; TotaldeVendas:8968.99
CodFuncionario:182; SalarioAtual:21382.38; TotaldeVendas:5228.96
CodFuncionario:183; SalarioAtual:26750.05; TotaldeVendas:5002.14
CodFuncionario:184; SalarioAtual:5891.55; TotaldeVendas:7796.63
CodFuncionario:185; SalarioAtual:13788.3; TotaldeVendas:3812.35
CodFuncionario:186; SalarioAtual:25952.03; TotaldeVendas:9103.9
CodFuncionario:187; SalarioAtual:14497.9; TotaldeVendas:5128.96
CodFuncionario:188; SalarioAtual:21733.45; TotaldeVendas:8742.57
CodFuncionario:189; SalarioAtual:8706.57; TotaldeVendas:7243.36
CodFuncionario:190; SalarioAtual:10345.59; TotaldeVendas:5091.25
CodFuncionario:191; SalarioAtual:5010.03; TotaldeVendas:8275.85
CodFuncionario:192; SalarioAtual:25910.76; TotaldeVendas:1400.99
CodFuncionario:193; SalarioAtual:25752.57; TotaldeVendas:5045.65
CodFuncionario:194; SalarioAtual:5391.2; TotaldeVendas:1242.26
CodFuncionario:195; SalarioAtual:28162.56; TotaldeVendas:6284.92
CodFuncionario:196; SalarioAtual:6643.62; TotaldeVendas:2407.56
CodFuncionario:197; SalarioAtual:12833.03; TotaldeVendas:6976.99
CodFuncionario:198; SalarioAtual:19873.58; TotaldeVendas:7332.31
CodFuncionario:199; SalarioAtual:23924.99; TotaldeVendas:5996.59
CodFuncionario:200; SalarioAtual:26774.2; TotaldeVendas:8480.58
CodFuncionario:201; SalarioAtual:24888.15; TotaldeVendas:7240.31
CodFuncionario:202; SalarioAtual:13565.88; TotaldeVendas:8108.63
CodFuncionario:203; SalarioAtual:28808.95; TotaldeVendas:2775.28
CodFuncionario:204; SalarioAtual:27339.89; TotaldeVendas:7359.77
CodFuncionario:205; SalarioAtual:29703.86; TotaldeVendas:3425.68
CodFuncionario:206; SalarioAtual:23571.03; TotaldeVendas:6213.14
CodFuncionario:207; SalarioAtual:25471.28; TotaldeVendas:3438.27
CodFuncionario:208; SalarioAtual:22913.7; TotaldeVendas:9890.57
CodFuncionario:209; SalarioAtual:22092.81; TotaldeVendas:8011.62
CodFuncionario:210; SalarioAtual:6737.57; TotaldeVendas:3987.25
CodFuncionario:211; SalarioAtual:17156.66; TotaldeVendas:6617.16
CodFuncionario:212; SalarioAtual:5952.01; TotaldeVendas:1905.39
CodFuncionario:213; SalarioAtual:5599.62; TotaldeVendas:9106.09
CodFuncionario:214; SalarioAtual:27836.57; TotaldeVendas:4451.44
CodFuncionario:215; SalarioAtual:20429.86; TotaldeVendas:7029.49
CodFuncionario:216; SalarioAtual:8035.59; TotaldeVendas:7679.92
CodFuncionario:217; SalarioAtual:28079.76; TotaldeVendas:6832.64
CodFuncionario:218; SalarioAtual:23140.89; TotaldeVendas:8198.82
CodFuncionario:219; SalarioAtual:29925.51; TotaldeVendas:4337.36
CodFuncionario:220; SalarioAtual:25782.96; TotaldeVendas:7906.48
CodFuncionario:221; SalarioAtual:19264.35; TotaldeVendas:9079.02
CodFuncionario:222; SalarioAtual:6526.96; TotaldeVendas:5100.16
CodFuncionario:223; SalarioAtual:20111.58; TotaldeVendas:9107.38
CodFuncionario:224; SalarioAtual:22571.23; TotaldeVendas:5114.07
CodFuncionario:225; SalarioAtual:28423.84; TotaldeVendas:5188.28
CodFuncionario:226; SalarioAtual:8600.64; TotaldeVendas:2709.93
CodFuncionario:227; SalarioAtual:7154.57; TotaldeVendas:2403.33
CodFuncionario:228; SalarioAtual:5370.18; TotaldeVendas:8650.79
CodFuncionario:229; SalarioAtual:11503.66; TotaldeVendas:4787.91
CodFuncionario:230; SalarioAtual:8256.35; TotaldeVendas:7244.33
CodFuncionario:231; SalarioAtual:7243.46; TotaldeVendas:7420.7
CodFuncionario:232; SalarioAtual:6492.75; TotaldeVendas:3823.85
CodFuncionario:233; SalarioAtual:5547.01; TotaldeVendas:3794.18
CodFuncionario:234; SalarioAtual:11115.5; TotaldeVendas:9900.27
CodFuncionario:235; SalarioAtual:22556.55; TotaldeVendas:5862.32
CodFuncionario:236; SalarioAtual:14656.22; TotaldeVendas:1498.74
CodFuncionario:237; SalarioAtual:12715.09; TotaldeVendas:1938.99
CodFuncionario:238; SalarioAtual:6494.24; TotaldeVendas:8751.21
CodFuncionario:239; SalarioAtual:25088.29; TotaldeVendas:3876.12
CodFuncionario:240; SalarioAtual:24471.48; TotaldeVendas:6628.27
CodFuncionario:241; SalarioAtual:10297.75; TotaldeVendas:7823.0
CodFuncionario:242; SalarioAtual:18131.8; TotaldeVendas:2888.35
CodFuncionario:243; SalarioAtual:13746.81; TotaldeVendas:5637.46
CodFuncionario:244; SalarioAtual:24194.95; TotaldeVendas:9451.91
CodFuncionario:245; SalarioAtual:11888.12; TotaldeVendas:6134.67
CodFuncionario:246; SalarioAtual:28084.71; TotaldeVendas:6230.82
CodFuncionario:247; SalarioAtual:28035.87; TotaldeVendas:9052.59
CodFuncionario:248; SalarioAtual:12240.8; TotaldeVendas:6534.89
CodFuncionario:249; SalarioAtual:7089.59; TotaldeVendas:2939.0
CodFuncionario:250; SalarioAtual:13143.17; TotaldeVendas:2270.05
CodFuncionario:251; SalarioAtual:15592.51; TotaldeVendas:9434.92
CodFuncionario:252; SalarioAtual:24156.22; TotaldeVendas:8030.88
CodFuncionario:253; SalarioAtual:19163.02; TotaldeVendas:1968.17
CodFuncionario:254; SalarioAtual:7972.22; TotaldeVendas:2217.15
CodFuncionario:255; SalarioAtual:14678.31; TotaldeVendas:6852.65
CodFuncionario:256; SalarioAtual:7493.96; TotaldeVendas:5009.1
CodFuncionario:257; SalarioAtual:19386.97; TotaldeVendas:3607.06
CodFuncionario:258; SalarioAtual:10380.36; TotaldeVendas:7712.65
CodFuncionario:259; SalarioAtual:11505.91; TotaldeVendas:3349.15
CodFuncionario:260; SalarioAtual:27397.6; TotaldeVendas:3229.03
CodFuncionario:261; SalarioAtual:17630.35; TotaldeVendas:7839.4
CodFuncionario:262; SalarioAtual:24526.12; TotaldeVendas:4499.03
CodFuncionario:263; SalarioAtual:25034.6; TotaldeVendas:5653.79
CodFuncionario:264; SalarioAtual:28527.0; TotaldeVendas:7028.5
CodFuncionario:265; SalarioAtual:9715.31; TotaldeVendas:6717.3
CodFuncionario:266; SalarioAtual:23724.7; TotaldeVendas:6866.38
CodFuncionario:267; SalarioAtual:15665.73; TotaldeVendas:9716.72
CodFuncionario:268; SalarioAtual:24247.97; TotaldeVendas:2071.42
CodFuncionario:269; SalarioAtual:21902.73; TotaldeVendas:6730.06
CodFuncionario:270; SalarioAtual:23036.92; TotaldeVendas:3700.82
CodFuncionario:271; SalarioAtual:9847.14; TotaldeVendas:4446.18
CodFuncionario:272; SalarioAtual:12709.49; TotaldeVendas:5136.87
CodFuncionario:273; SalarioAtual:15014.94; TotaldeVendas:8887.61
CodFuncionario:274; SalarioAtual:11378.59; TotaldeVendas:5809.19
CodFuncionario:275; SalarioAtual:14951.76; TotaldeVendas:2457.41
CodFuncionario:276; SalarioAtual:21184.89; TotaldeVendas:4315.96
CodFuncionario:277; SalarioAtual:8930.08; TotaldeVendas:5991.88
CodFuncionario:278; SalarioAtual:5014.94; TotaldeVendas:4005.06
CodFuncionario:279; SalarioAtual:9335.96; TotaldeVendas:2249.94
CodFuncionario:280; SalarioAtual:22916.79; TotaldeVendas:2216.19
CodFuncionario:281; SalarioAtual:12120.77; TotaldeVendas:1133.69
CodFuncionario:282; SalarioAtual:21497.17; TotaldeVendas:3028.66
CodFuncionario:283; SalarioAtual:26566.61; TotaldeVendas:6094.49
CodFuncionario:284; SalarioAtual:18620.06; TotaldeVendas:8680.04
CodFuncionario:285; SalarioAtual:6227.11; TotaldeVendas:1972.87
CodFuncionario:286; SalarioAtual:24254.29; TotaldeVendas:8301.53
CodFuncionario:287; SalarioAtual:7364.68; TotaldeVendas:7898.01
CodFuncionario:288; SalarioAtual:11409.6; TotaldeVendas:6050.45
CodFuncionario:289; SalarioAtual:18663.6; TotaldeVendas:3544.64
CodFuncionario:290; SalarioAtual:26557.04; TotaldeVendas:4157.78
CodFuncionario:291; SalarioAtual:7832.91; TotaldeVendas:6711.58
CodFuncionario:292; SalarioAtual:16506.14; TotaldeVendas:5719.87
CodFuncionario:293; SalarioAtual:12754.69; TotaldeVendas:2525.28
CodFuncionario:294; SalarioAtual:27255.25; TotaldeVendas:7093.56
CodFuncionario:295; SalarioAtual:6437.4; TotaldeVendas:3139.67
CodFuncionario:296; SalarioAtual:7209.19; TotaldeVendas:4510.13
CodFuncionario:297; SalarioAtual:16957.34; TotaldeVendas:3332.27
CodFuncionario:298; SalarioAtual:23967.14; TotaldeVendas:3491.44
CodFuncionario:299; SalarioAtual:8384.44; TotaldeVendas:7341.29
CodFuncionario:300; SalarioAtual:19584.79; TotaldeVendas:4740.22
CodFuncionario:301; SalarioAtual:21478.64; TotaldeVendas:9613.88
CodFuncionario:302; SalarioAtual:5309.33; TotaldeVendas:7669.59
CodFuncionario:303; SalarioAtual:6487.01; TotaldeVendas:1906.47
CodFuncionario:304; SalarioAtual:10819.34; TotaldeVendas:2922.52
CodFuncionario:305; SalarioAtual:15392.13; TotaldeVendas:9695.1
CodFuncionario:306; SalarioAtual:20371.44; TotaldeVendas:4370.81
CodFuncionario:307; SalarioAtual:21669.04; TotaldeVendas:4929.08
CodFuncionario:308; SalarioAtual:14358.43; TotaldeVendas:1099.28
CodFuncionario:309; SalarioAtual:29762.47; TotaldeVendas:1904.68
CodFuncionario:310; SalarioAtual:10233.79; TotaldeVendas:8862.29
CodFuncionario:311; SalarioAtual:29774.7; TotaldeVendas:3423.11
CodFuncionario:312; SalarioAtual:5872.46; TotaldeVendas:3206.89
CodFuncionario:313; SalarioAtual:7084.64; TotaldeVendas:6965.86
CodFuncionario:314; SalarioAtual:29074.36; TotaldeVendas:6951.83
CodFuncionario:315; SalarioAtual:26158.99; TotaldeVendas:3171.88
CodFuncionario:316; SalarioAtual:10717.36; TotaldeVendas:5961.83
CodFuncionario:317; SalarioAtual:14196.36; TotaldeVendas:1066.61
CodFuncionario:318; SalarioAtual:10580.27; TotaldeVendas:4143.14
CodFuncionario:319; SalarioAtual:18429.32; TotaldeVendas:2726.4
CodFuncionario:320; SalarioAtual:23410.98; TotaldeVendas:9745.01
CodFuncionario:321; SalarioAtual:23240.11; TotaldeVendas:3193.84
CodFuncionario:322; SalarioAtual:21074.65; TotaldeVendas:6376.7
CodFuncionario:323; SalarioAtual:17083.41; TotaldeVendas:1251.93
CodFuncionario:324; SalarioAtual:27593.58; TotaldeVendas:2236.12
CodFuncionario:325; SalarioAtual:24791.43; TotaldeVendas:2398.85
CodFuncionario:326; SalarioAtual:17684.19; TotaldeVendas:6057.82
CodFuncionario:327; SalarioAtual:28813.63; TotaldeVendas:3185.87
CodFuncionario:328; SalarioAtual:21038.73; TotaldeVendas:9830.78
CodFuncionario:329; SalarioAtual:10932.75; TotaldeVendas:8855.77
CodFuncionario:330; SalarioAtual:9863.39; TotaldeVendas:9574.97
CodFuncionario:331; SalarioAtual:28229.64; TotaldeVendas:6734.46
CodFuncionario:332; SalarioAtual:21827.73; TotaldeVendas:1648.82
CodFuncionario:333; SalarioAtual:15753.9; TotaldeVendas:7298.94
CodFuncionario:334; SalarioAtual:6762.92; TotaldeVendas:6202.23
CodFuncionario:335; SalarioAtual:11012.11; TotaldeVendas:9276.88
CodFuncionario:336; SalarioAtual:28554.45; TotaldeVendas:6604.69
CodFuncionario:337; SalarioAtual:7424.53; TotaldeVendas:5595.54
CodFuncionario:338; SalarioAtual:22014.36; TotaldeVendas:4894.71
CodFuncionario:339; SalarioAtual:22201.82; TotaldeVendas:7423.83
CodFuncionario:340; SalarioAtual:16794.6; TotaldeVendas:2120.69
CodFuncionario:341; SalarioAtual:9287.42; TotaldeVendas:5968.57
CodFuncionario:342; SalarioAtual:23553.03; TotaldeVendas:6200.28
CodFuncionario:343; SalarioAtual:8853.97; TotaldeVendas:4074.0
CodFuncionario:344; SalarioAtual:9385.42; TotaldeVendas:1395.19
CodFuncionario:345; SalarioAtual:15902.82; TotaldeVendas:5169.32
CodFuncionario:346; SalarioAtual:20498.29; TotaldeVendas:2963.59
CodFuncionario:347; SalarioAtual:27783.98; TotaldeVendas:1280.14
CodFuncionario:348; SalarioAtual:19728.72; TotaldeVendas:3280.88
CodFuncionario:349; SalarioAtual:22071.95; TotaldeVendas:9134.19
CodFuncionario:350; SalarioAtual:15397.6; TotaldeVendas:9033.95
CodFuncionario:351; SalarioAtual:29852.75; TotaldeVendas:3899.91
CodFuncionario:352; SalarioAtual:19655.37; TotaldeVendas:7264.89
CodFuncionario:353; SalarioAtual:23439.88; TotaldeVendas:8950.33
CodFuncionario:354; SalarioAtual:26586.69; TotaldeVendas:2846.22
CodFuncionario:355; SalarioAtual:28258.71; TotaldeVendas:5842.94
CodFuncionario:356; SalarioAtual:14322.16; TotaldeVendas:6199.77
CodFuncionario:357; SalarioAtual:15915.52; TotaldeVendas:7312.38
CodFuncionario:358; SalarioAtual:8163.87; TotaldeVendas:4131.55
CodFuncionario:359; SalarioAtual:17198.43; TotaldeVendas:3340.33
CodFuncionario:360; SalarioAtual:6459.59; TotaldeVendas:4565.33
CodFuncionario:361; SalarioAtual:16278.31; TotaldeVendas:8912.95
CodFuncionario:362; SalarioAtual:9542.15; TotaldeVendas:2473.48
CodFuncionario:363; SalarioAtual:13592.74; TotaldeVendas:2930.44
CodFuncionario:364; SalarioAtual:15016.51; TotaldeVendas:7464.49
CodFuncionario:365; SalarioAtual:11515.98; TotaldeVendas:6607.5
CodFuncionario:366; SalarioAtual:13395.51; TotaldeVendas:2701.96
CodFuncionario:367; SalarioAtual:17588.35; TotaldeVendas:1130.65
CodFuncionario:368; SalarioAtual:8457.31; TotaldeVendas:1442.82
CodFuncionario:369; SalarioAtual:12947.03; TotaldeVendas:7147.61
CodFuncionario:370; SalarioAtual:16646.31; TotaldeVendas:7606.51
CodFuncionario:371; SalarioAtual:24086.6; TotaldeVendas:7039.21
CodFuncionario:372; SalarioAtual:18119.05; TotaldeVendas:6858.62
CodFuncionario:373; SalarioAtual:19816.52; TotaldeVendas:8367.41
CodFuncionario:374; SalarioAtual:7372.51; TotaldeVendas:2014.48
CodFuncionario:375; SalarioAtual:20687.92; TotaldeVendas:2497.79
CodFuncionario:376; SalarioAtual:14070.79; TotaldeVendas:1460.34
CodFuncionario:377; SalarioAtual:22554.53; TotaldeVendas:4832.13
